headword	token	lemma	english	dice	ppmi	label	cluster
борода_NOUN	колючая	колючий_ADJ	a prickly beard	0.000624343729602	2.56331051341	Thickness and tactile properties	2
борода_NOUN	короткая	короткий_ADJ	a short beard	0.000715771579395	1.53299394197	Size and shape; aesthetics	0
борода_NOUN	косматая	косматый_ADJ	a shaggy beard	0.00225479143179	4.80167110981	Growing, wearing, and tending a beard	3
борода_NOUN	красивая	красивый_ADJ	a handsome beard	0.000507802581981	1.13446833083	Size and shape; aesthetics	0
борода_NOUN	крашеная	крашеный_ADJ	a dyed beard	0.000663614042073	3.58593753898	Color (natural and dyed)	1
борода_NOUN	курчавая	курчавый_ADJ	a curly beard	0.00482241772564	5.38623315766	Size and shape; aesthetics	0
борода_NOUN	маленькая	маленький_ADJ	a small beard	0.000134857869438	0.0	Size and shape; aesthetics	0
борода_NOUN	мягкая	мягкий_ADJ	a soft beard	0.000503129763085	1.33683669453	Thickness and tactile properties	2
борода_NOUN	надушенная	надушить_VERB	a scented beard	0.000491210834708	4.3106641327	Growing, wearing, and tending a beard	3
борода_NOUN	небольшая	небольшой_ADJ	a small beard	0.000710902305023	1.39650351284	Size and shape; aesthetics	0
борода_NOUN	неопрятная	неопрятный_ADJ	a messy beard	0.000415742793792	3.79734162873	Growing, wearing, and tending a beard	3
борода_NOUN	неряшливая	неряшливый_ADJ	a messy beard	0.000685776985324	4.08552257872	Growing, wearing, and tending a beard	3
борода_NOUN	неухоженная	неухоженный_ADJ	a unkempt beard	0.000142943930243	4.01675151049	Growing, wearing, and tending a beard	3
борода_NOUN	огненная	огненный_ADJ	a fiery red beard	0.000502878982173	1.99895413193	Color (natural and dyed)	1
борода_NOUN	огромная	огромный_ADJ	a huge beard	0.00046329338993	0.0	Size and shape; aesthetics	0
борода_NOUN	окладистая	окладистый_ADJ	a full beard, a thick beard	0.0167689878969	7.83646693281	Size and shape; aesthetics	0
борода_NOUN	округлая	округлый_ADJ	a round beard	0.000130352603793	1.77663668557	Size and shape; aesthetics	0
борода_NOUN	помятая	помятый_ADJ	a crushed, crumpled beard	6.79948323927e-05	1.62907199056	Growing, wearing, and tending a beard	3
борода_NOUN	пушистая	пушистый_ADJ	a fluffy beard	0.000964959893854	3.25805942484	Thickness and tactile properties	2
борода_NOUN	пышная	пышный_ADJ	a lush beard	0.00210143256195	3.47387424991	Thickness and tactile properties	2
борода_NOUN	редкая	редкий_ADJ	a sparse beard	0.00120064650196	2.23486168312	Thickness and tactile properties	2
борода_NOUN	роскошная	роскошный_ADJ	a luxuriant beard	0.000636630754163	2.1767253003	Size and shape; aesthetics	0
борода_NOUN	русая	русый_ADJ	a light-brown beard	0.00826092277567	5.48164801017	Color (natural and dyed)	1
борода_NOUN	рыжая	рыжий_ADJ	a red beard	0.0154817196618	5.03325772865	Color (natural and dyed)	1
борода_NOUN	светлая	светлый_ADJ	a light beard, a blond beard	0.00100965645792	1.95011254789	Color (natural and dyed)	1
борода_NOUN	светло-русая	светло-русый_ADJ	a fair beard, a very light brown beard	0.00099835983741	5.78396987081	Color (natural and dyed)	1
борода_NOUN	седая	седой_ADJ	a grey beard	0.0293077108627	5.68708512835	Color (natural and dyed)	1
борода_NOUN	седобородый	седобородый_ADJ	having a grey beard	7.0731362286e-05	2.67653360767	Color (natural and dyed)	1
борода_NOUN	серебряная	серебряный_ADJ	a silver beard	0.001548415639	2.6476102286	Color (natural and dyed)	1
борода_NOUN	сивая	сивый_ADJ	a beard streaked with grey	0.00366794698779	5.94719533579	Color (natural and dyed)	1
борода_NOUN	спутанная	спутывать_VERB	a tangled beard	0.00119658657934	3.72482868793	Growing, wearing, and tending a beard	3
борода_NOUN	тёмная	темный_ADJ	a dark beard	0.00108186394688	1.85213273795	Color (natural and dyed)	1
борода_NOUN	тёмно-русая	темно-русый_ADJ	a medium-brown beard	0.00176728403789	5.86972583781	Color (natural and dyed)	1
борода_NOUN	тощая	тощий_ADJ	a sparse beard	0.000114544257037	0.0	Thickness and tactile properties	2
борода_NOUN	узкая	узкий_ADJ	a narrow beard	0.000755594303981	1.73105451928	Size and shape; aesthetics	0
борода_NOUN	французская	французский_ADJ	a small, neat, "French" beard	0.0	0.0	Size and shape; aesthetics	0
борода_NOUN	холёная	холеный_ADJ	a well-kept beard	0.00116902764407	4.67084662144	Growing, wearing, and tending a beard	3
борода_NOUN	чёрная	черный_ADJ	a black beard	0.00603302027466	3.43979808385	Color (natural and dyed)	1
борода_NOUN	шелковистая	шелковистый_ADJ	a silky beard	0.000624284673811	4.22891348268	Thickness and tactile properties	2
борода_NOUN	широкая	широкий_ADJ	a wide beard, a full beard	0.00132773095637	2.03425191401	Size and shape; aesthetics	0
бровь_NOUN	белесый	белесый_ADJ	pale, whitish	0.00455614344503	5.34785508583	Color (natural, dyed, and sun-bleached)	1
бровь_NOUN	выгоревший	выгорать_VERB	sun-bleached	0.00126662444585	4.18604451173	Color (natural, dyed, and sun-bleached)	1
бровь_NOUN	высокий	высокий_ADJ	high	0.000198636690183	0.0	Size and shape; aesthetics	0
бровь_NOUN	выцветший	выцветший_ADJ	eyebrows that lost their color (from age or exposure to sun)	0.000771932533097	4.09183645017	Color (natural, dyed, and sun-bleached)	1
бровь_NOUN	выщипанный	выщипывать_VERB	plucked	0.00315342631898	6.61678430194	Size and shape; aesthetics	0
бровь_NOUN	густой	густой_ADJ	thick	0.0165044997177	4.94839344409	Size and shape; aesthetics	0
бровь_NOUN	длинный	длинный_ADJ	long	0.000646246385577	1.41805925359	Size and shape; aesthetics	0
бровь_NOUN	короткий	короткий_ADJ	short	0.000209411901576	0.0	Size and shape; aestheticst	2
бровь_NOUN	косматый	косматый_ADJ	shaggy	0.00412000449455	5.41623197493	Size and shape; aesthetics	0
бровь_NOUN	красивый	красивый_ADJ	beautiful	0.000646837067807	1.47569590011	Size and shape; aesthetics	0
бровь_NOUN	крашеный	крашеный_ADJ	made-up, dyed	0.000299861314142	2.80323501161	Color (natural, dyed, and sun-bleached)	1
бровь_NOUN	кустистый	кустистый_ADJ	bushy	0.00554581413367	7.67981066202	Size and shape; aesthetics	0
бровь_NOUN	летящий	лететь_VERB	wing-like eyebrows, long eyebrows slanting up towards the temples	0.000134388281342	0.0	Size and shape; aesthetics	0
бровь_NOUN	нависший	нависать_VERB	beetle brows, thick and protruding eyebrows	0.0125865324103	5.78108841987	Size and shape; aesthetics	0
бровь_NOUN	нарисованный	нарисовать_VERB	perfect eyebrows (lit. "eyebrows which look as if an artist drew them")	0.00142274754439	3.06867222043	Size and shape; aesthetics	0
бровь_NOUN	насупленный	насупливать_VERB	knitted eyebrows, frowning eyebrows	0.0202537631019	7.71094603641	Movements that express emotional or psychological states	3
бровь_NOUN	нахмуренный	нахмуренный_ADJ	knitted eyebrows, frowning eyebrows	0.00529418842498	6.82698536225	Movements that express emotional or psychological states	3
бровь_NOUN	подведенный	подводить_VERB	made-up eyebrows, eyebrows with make-up on them	0.00162586938849	2.90768384799	Color (natural, dyed, and sun-bleached)	1
бровь_NOUN	прямой	прямой_ADJ	straight	0.000762467535562	1.69978985006	Size and shape; aesthetics	0
бровь_NOUN	рассечённый	рассекать_VERB	an eyebrow with a gash in it	0.00210167771859	4.46898086997	Inflicting and sustaining injuries	4
бровь_NOUN	редкий	редкий_ADJ	sparse	0.000780411667154	1.88294207184	Size and shape; aesthetics	0
бровь_NOUN	ровный	ровный_ADJ	even	0.000280040139087	1.18995574487	Size and shape; aesthetics	0
бровь_NOUN	рыжий	рыжий_ADJ	red	0.0032393495727	3.53143253431	Color (natural, dyed, and sun-bleached)	1
бровь_NOUN	светлый	светлый_ADJ	light, blonde	0.00108408428755	2.10901856037	Color (natural, dyed, and sun-bleached)	1
бровь_NOUN	сдвинутый	сдвинутый_ADJ	knitted eyebrows, scowling eyebrows	0.00235475620153	6.53758299103	Movements that express emotional or psychological states	3
бровь_NOUN	седой	седой_ADJ	grey	0.0103696342544	4.70963852418	Color (natural, dyed, and sun-bleached)	1
бровь_NOUN	соболиный	соболиный_ADJ	sable	0.00561112466455	7.49458874478	Size and shape; aesthetics	0
бровь_NOUN	сросшийся	срастаться_VERB	eyebrows which meet over the nose	0.00705997221075	5.98062765652	Size and shape; aesthetics	0
бровь_NOUN	темный	темный_ADJ	dark	0.00293276237428	2.9523367582	Color (natural, dyed, and sun-bleached)	1
бровь_NOUN	тонкий	тонкий_ADJ	thin	0.00402328560833	3.34037769309	Size and shape; aesthetics	0
бровь_NOUN	черный	черный_ADJ	black	0.00474433315762	3.31603375533	Color (natural, dyed, and sun-bleached)	1
бровь_NOUN	шелковистый	шелковистый_ADJ	silky	0.00015764168046	2.8584242904	Size and shape; aesthetics	0
бровь_NOUN	широкий	широкий_ADJ	wide	0.00088289188739	1.73141278479	Size and shape; aesthetics	0
бюст_NOUN	большой	большой_ADJ	a large bosom	9.56483964945e-05	1.21287244779	Size and shape; aesthetics	1
бюст_NOUN	высокий	высокий_ADJ	a high bosom	7.10737105452e-05	0.0	Size and shape; aesthetics	1
бюст_NOUN	державный	державный_ADJ	a stately bosom	0.000660174946361	4.01569714718	Size and shape; aesthetics	1
бюст_NOUN	закрытый	закрытый_ADJ	a covered bosom	0.00011580775912	1.62650451832	Other visible properties and conditions	0
бюст_NOUN	обнаженный	обнаженный_ADJ	a bare bosom	0.000559023572161	3.37165789374	Other visible properties and conditions	0
бюст_NOUN	открытый	открытый_ADJ	a bare bosom	0.0	0.0	Other visible properties and conditions	0
бюст_NOUN	пышный	пышный_ADJ	a large/lush bosom	0.00456345211731	5.34227701356	Size and shape; aesthetics	1
бюст_NOUN	роскошный	роскошный_ADJ	a magnificent bosom	0.00167464114833	4.30644757819	Size and shape; aesthetics	1
веко_NOUN	воспаленный	воспаленный_ADJ	inflamed	0.00203987019008	5.4302065578	Sensations and medical conditions	0
веко_NOUN	выпуклый	выпуклый_ADJ	curved eyelids (perhaps suggesting protruding eyes)	0.0026796417742	4.66388718113	Size, shape, and color (natural)	1
веко_NOUN	красный	красный_ADJ	reddened	0.00113792552341	2.75440719871	Sensations and medical conditions	0
веко_NOUN	набрякший	набрякнуть_VERB	bloated	0.00723787167449	7.23888675693	Sensations and medical conditions	0
веко_NOUN	нависший	нависать_VERB	drooping	0.000515331100232	2.85182474415	Size, shape, and color (natural)	1
веко_NOUN	припухший	припухать_VERB	puffy	0.0123644664257	7.45106574266	Sensations and medical conditions	0
веко_NOUN	распухший	распухать_VERB	swollen	0.00192662759894	4.66809317278	Sensations and medical conditions	0
веко_NOUN	темный	темный_ADJ	dark	0.000601092329855	2.15734842271	Size, shape, and color (natural)	1
веко_NOUN	тяжелый	тяжелый_ADJ	heavy	0.00154509522098	3.08693938705	Size, shape, and color (natural)	1
висок_NOUN	впалый	впалый_ADJ	sunken temples	0.00278529980658	5.42413547804	Appearance	0
висок_NOUN	костистый	костистый_ADJ	bony temples	0.00016694490818	3.30562646817	Appearance	0
висок_NOUN	приглаженный	приглаживать_VERB	smoothed	0.00107337269033	4.41467301898	Movements and gestures	1
висок_NOUN	седой	седой_ADJ	grey temples	0.00697639452714	4.7559725203	Appearance	0
волос_NOUN	белокурые	белокурый_ADJ	blond hair, fair hair	0.00877641674519	5.45032554211	Color (natural)	2
волос_NOUN	белоснежные	белоснежный_ADJ	snow-white hair	0.000136360537261	1.48501147935	Color (natural)	2
волос_NOUN	белые	белый_ADJ	white hair	0.00266668764356	1.87795871488	Color (natural)	2
волос_NOUN	бесцветные	бесцветный_ADJ	hair that is nondescript in color	0.000625654557077	2.96559441045	Color (natural)	2
волос_NOUN	блестящие	блестящий_ADJ	shiny hair, shining hair	0.00130913778172	2.04498901012	Other visible properties	5
волос_NOUN	взлохмаченные	взлохмачивать_VERB	shaggy hair, matted hair	0.00125561817793	5.29071269814	Caring for hair	6
волос_NOUN	взъерошенные	взъерошивать_VERB	tousled hair, messy hair	0.00376711366	5.55580157974	Caring for hair	6
волос_NOUN	волнистые	волнистый_ADJ	wavy hair	0.00423357054326	5.37446901529	Shape (natural)	1
волос_NOUN	всклокоченные	всклокочивать_VERB	disheveled hair	0.00354032429371	5.82199046477	Caring for hair	6
волос_NOUN	выгоревшие	выгорать_VERB	sun-bleached hair	0.000945297838326	3.82726864431	Color (natural)	2
волос_NOUN	выцветшие	выцветший_ADJ	sun-bleached hair	8.45058520303e-05	1.83594059786	Color (natural)	2
волос_NOUN	вьющиеся	вьющийся_ADJ	curly hair	0.00737252263617	6.12540485788	Shape (natural)	1
волос_NOUN	гладкие	гладкий_ADJ	smooth hair, flat hair	0.00158820755888	3.00614611065	Caring for hair	6
волос_NOUN	грязные	грязный_ADJ	dirty hair	0.000856130291084	1.59419483461	Other visible properties	5
волос_NOUN	густые	густой_ADJ	thick hair	0.00759604246188	3.67934491712	Thickness and tactile properties	4
волос_NOUN	длинные	длинный_ADJ	long hair	0.0121238441634	3.61531737997	Size	0
волос_NOUN	жёсткие	жесткий_ADJ	stiff hair, bristly hair	0.00395191469163	3.40097925547	Thickness and tactile properties	4
волос_NOUN	жидкие	жидкий_ADJ	scanty hair	0.00219308933184	3.22383749211	Thickness and tactile properties	4
волос_NOUN	жирные	жирный_ADJ	oily hair	0.000887803795361	2.38706152093	Other visible properties	5
волос_NOUN	завитые	завитой_ADJ	waved hair	0.000884438167786	4.92048456821	Caring for hair	6
волос_NOUN	золотистые	золотистый_ADJ	golden hair	0.00477023374145	4.64467567782	Color (natural)	2
волос_NOUN	иссиня-чёрные	иссиня-черный_ADJ	blue-black hair, raven hair	0.000860511143619	5.51259282541	Color (natural)	2
волос_NOUN	каштановые	каштановый_ADJ	chestnut hair	0.00727436772211	6.33032909609	Color (natural)	2
волос_NOUN	короткие	короткий_ADJ	short hair	0.00318969530016	2.49125744765	Size	0
волос_NOUN	красивые	красивый_ADJ	pretty hair	0.000874787378068	1.10117167572	Aesthetics	3
волос_NOUN	кудрявые	кудрявый_ADJ	curly hair	0.00408500047343	4.75570939081	Shape (natural)	1
волос_NOUN	курчавые	курчавый_ADJ	curly hair, kinky hair	0.00766008047233	5.78785072715	Shape (natural)	1
волос_NOUN	летящие	лететь_VERB	wildly blowing hair	0.000229399451353	0.0	Hair and wind	7
волос_NOUN	лёгкие	легкий_ADJ	fine hair (lit., "light hair")	0.000657442548486	0.0	Other visible properties	5
волос_NOUN	липкие	липкий_ADJ	hair that is sticky (e.g. from sweat)	0.000191128889132	1.84299530084	Other visible properties	5
волос_NOUN	ломкие	ломкий_ADJ	brittle hair	0.000170947476388	3.1658579478	Other visible properties	5
волос_NOUN	льняные	льняной_ADJ	flaxen hair	0.00297502104968	5.2595038254	Color (natural)	2
волос_NOUN	мягкие	мягкий_ADJ	soft hair	0.00216097426976	2.35597313145	Thickness and tactile properties	4
волос_NOUN	непокорные	непокорный_ADJ	stubborn hair, rebellious hair	0.000533602943241	3.56417954613	Caring for hair	6
волос_NOUN	непослушные	непослушный_ADJ	stubborn hair, rebellious hair	0.000395150933544	3.46323725863	Caring for hair	6
волос_NOUN	непричёсанные	непричесанный_ADJ	disheveled hair, tousled hair, uncombed hair, untidy hair	0.000258851275562	4.87987738403	Caring for hair	6
волос_NOUN	нестриженые	нестриженый_ADJ	hair which needs cutting	0.000230491090079	5.4470782183	Caring for hair	6
волос_NOUN	нечёсаные	нечесаный_ADJ	disheveled hair, tousled hair, uncombed hair, untidy hair	0.00168251750246	5.52514776943	Caring for hair	6
волос_NOUN	огненно-рыжие	огненно-рыжий_ADJ	flaming red hair	0.000287682858417	5.0574561075	Color (natural)	2
волос_NOUN	пепельные	пепельный_ADJ	ash-blond hair	0.00287546691099	5.39565740135	Color (natural)	2
волос_NOUN	плохие	плохой_ADJ	unattractive hair	0.000132583988274	0.0	Aesthetics	3
волос_NOUN	поседевший	поседеть_VERB	having gone grey	0.0012117625509	4.51625938586	Color (natural)	2
волос_NOUN	послушные	послушный_ADJ	obedient hair	0.0	0.0	Caring for hair	6
волос_NOUN	прекрасные	прекрасный_ADJ	beautiful hair	0.000790559936755	0.0	Aesthetics	3
волос_NOUN	приглаженные	приглаживать_VERB	smooth hair	0.00576093523866	5.96646707272	Caring for hair	6
волос_NOUN	прилизанные	прилизанный_ADJ	flat hair	0.00048830228784	5.19890384422	Caring for hair	6
волос_NOUN	прямые	прямой_ADJ	straight hair	0.00252654421452	2.27588110008	Shape (natural)	1
волос_NOUN	пушистые	пушистый_ADJ	fluffy hair, full hair	0.00205896116051	3.91094128097	Thickness and tactile properties	4
волос_NOUN	пышные	пышный_ADJ	luxuriant hair	0.00344682222828	3.77644127285	Thickness and tactile properties	4
волос_NOUN	распущенные	распускать_VERB	hair which has been let down	0.00898859140322	4.95753223453	Caring for hair	6
волос_NOUN	растрёпанные	растрепывать_VERB	disheveled hair, tousled hair, uncombed hair, untidy hair	0.00610068910056	5.62577000704	Caring for hair	6
волос_NOUN	редкие	редкий_ADJ	thin hair	0.00360231899285	2.91046056553	Thickness and tactile properties	4
волос_NOUN	роскошные	роскошный_ADJ	luxuriant hair	0.00143077128272	2.77097854325	Aesthetics	3
волос_NOUN	русые	русый_ADJ	light-brown hair	0.0109799911191	5.66930556264	Color (natural)	2
волос_NOUN	рыжие	рыжий_ADJ	red hair	0.0113677117861	4.4083576101	Color (natural)	2
волос_NOUN	сальные	сальный_ADJ	oily hair	0.000921375921376	3.91927745142	Other visible properties	5
волос_NOUN	свалявшиеся	сваляться_VERB	matted hair	0.00085953728243	5.34464882345	Caring for hair	6
волос_NOUN	светло-русые	светло-русый_ADJ	fair hair, very light brown hair	0.00203791673244	6.48925757474	Color (natural)	2
волос_NOUN	светлые	светлый_ADJ	light hair, fair hair	0.00990856864081	3.74664224192	Color (natural)	2
волос_NOUN	седеющий	седеть_VERB	having greying hair	0.00311977402718	5.35833490122	Color (natural)	2
волос_NOUN	седой	седой_ADJ	grey-haired	0.0301594423348	5.40546500443	Color (natural)	2
волос_NOUN	смоляные	смоляной_ADJ	jet-black hair	0.000682331869163	4.3984763502	Color (natural)	2
волос_NOUN	спутанные	спутывать_VERB	tangled hair	0.0037062270064	4.77470975101	Caring for hair	6
волос_NOUN	сухие	сухой_ADJ	dry hair	0.00115415005726	1.67730780907	Other visible properties	5
волос_NOUN	тёмно-русые	темно-русый_ADJ	brown hair	0.00374687164819	6.60771249265	Color (natural)	2
волос_NOUN	тёмные	темный_ADJ	dark hair	0.0062336	2.9949276325	Color (natural)	2
волос_NOUN	толстые	толстый_ADJ	coarse hair	0.00037974902042	0.0	Size	0
волос_NOUN	тонкие	тонкий_ADJ	fine hair	0.00135745931351	1.61192834578	Size	0
волос_NOUN	тусклые	тусклый_ADJ	dull hair	0.000154964680966	0.0	Other visible properties	5
волос_NOUN	чёрные	черный_ADJ	black hair	0.0105128892572	3.26208769152	Color (natural)	2
волос_NOUN	чистые	чистый_ADJ	clean hair	0.000235845966379	0.0	Other visible properties	5
волос_NOUN	чудесные	чудесный_ADJ	wonderful hair	0.000371820643017	1.22512253148	Aesthetics	3
волос_NOUN	шелковистые	шелковистый_ADJ	silky hair	0.0012488292226	4.89754369577	Thickness and tactile properties	4
глаз_NOUN	бегающие	бегать_VERB	shifty eyes	0.00128836350907	1.74988071593	Movements related to looking	14
глаз_NOUN	бесцветные	бесцветный_ADJ	eyes which are nondescript in color	0.000681922496885	3.00175816014	Color	2
глаз_NOUN	близорукие	близорукий_ADJ	nearsighted eyes	0.00119367876876	4.11054471387	Conditions of the eyes as an organ of sight; medical treatment	13
глаз_NOUN	блуждающие	блуждающий_ADJ	wandering eyes	0.000154101522083	3.00578612436	Other emotional or physical states; personality traits	12
глаз_NOUN	больные	больной_ADJ	bad eyes; infected eyes	0.000561672896252	0.0	Sensations and medical conditions	4
глаз_NOUN	большие	большой_ADJ	big eyes	0.00281841702063	0.0	Size and shape; aesthetics	1
глаз_NOUN	быстрые	быстрый_ADJ	sharp eyes, i.e. eyes that are quick to notice things	0.000565962289687	0.0	Other emotional or physical states; personality traits	12
глаз_NOUN	весёлые	веселый_ADJ	merry eyes	0.00137556150851	1.18864308752	Joy and happiness, dejection and unhappiness	8
глаз_NOUN	виноватые	виноватый_ADJ	eyes with a guilty look to them	0.000242130750605	0.0	Other emotional or physical states; personality traits	12
глаз_NOUN	влюблённые	влюбленный_ADJ	loving eyes	0.000754233456682	1.96924626433	Other emotional or physical states; personality traits	12
глаз_NOUN	внимательные	внимательный_ADJ	attentive eyes	0.00110063469934	2.62576917927	Other emotional or physical states; personality traits	12
глаз_NOUN	водянистые	водянистый_ADJ	pale, washed-out eyes	0.00040935621033	3.85787441307	Color	2
глаз_NOUN	волчьи	волчий_ADJ	rapacious eyes, predatory eyes (lit. "a wolf's eyes")	0.000445352614482	2.45796280285	Kindness and generosity, malice and anger	10
глаз_NOUN	воспалённые	воспаленный_ADJ	inflamed eyes	0.000435594685745	3.7658440102	Sensations and medical conditions	4
глаз_NOUN	вставной	вставной_ADJ	glass eye, artificial eye	0.0	2.01240965529	Conditions of the eyes as an organ of sight; medical treatment	13
глаз_NOUN	выпуклые	выпуклый_ADJ	protruding eyes	0.00134513382553	3.58796086001	Size and shape; aesthetics	1
глаз_NOUN	выпученные	выпучивать_VERB	goggle eyes	0.00440228269758	5.26675272737	Surprise, amazement, and shock	9
глаз_NOUN	выразительные	выразительный_ADJ	expressive eyes	0.000710005887854	2.33421142905	General expressions for various emotions	6
глаз_NOUN	выцветшие	выцветший_ADJ	faded eyes	0.000483507982277	3.55961063336	Color	2
глаз_NOUN	глупые	глупый_ADJ	unintelligent eyes, stupid eyes	0.000283541640555	0.0	Other emotional or physical states; personality traits	12
глаз_NOUN	гневные	гневный_ADJ	angry eyes	0.000144409703457	1.57343098986	Kindness and generosity, malice and anger	10
глаз_NOUN	голубые	голубой_ADJ	light-blue eyes	0.00912170010882	3.48561511295	Color	2
глаз_NOUN	горячие	горячий_ADJ	passionate eyes	0.000484515365491	0.0	Other emotional or physical states; personality traits	12
глаз_NOUN	грустные	грустный_ADJ	sad eyes	0.00134508407836	2.25990084716	Joy and happiness, dejection and unhappiness	8
глаз_NOUN	дальнозоркие	дальнозоркий_ADJ	farsighted eyes	0.000101417195065	3.83499838541	Conditions of the eyes as an organ of sight; medical treatment	13
глаз_NOUN	дивные	дивный_ADJ	beautiful eyes, wonderful eyes	7.82474314194e-05	0.0	Size and shape; aesthetics	1
глаз_NOUN	добрые	добрый_ADJ	kind eyes	0.00165076418692	0.0	Kindness and generosity, malice and anger	10
глаз_NOUN	дурной	дурной_ADJ	the evil eye	0.000475730444453	0.0	Other expressions	15
глаз_NOUN	желтушные	желтушный_ADJ	jaundiced eyes	0.0	1.63818389625	Sensations and medical conditions	4
глаз_NOUN	жестокие	жестокий_ADJ	cruel eyes	0.000116690734131	0.0	Kindness and generosity, malice and anger	10
глаз_NOUN	замечательные	замечательный_ADJ	beautiful eyes, wonderful eyes	6.93850646608e-05	0.0	Size and shape; aesthetics	1
глаз_NOUN	запавшие	запасть_VERB	sunken eyes	0.000207177601897	4.12108533181	Sensations and medical conditions	4
глаз_NOUN	заплаканные	заплаканный_ADJ	tear-reddened eyes	0.00129297833602	4.69695835668	Crying	7
глаз_NOUN	заплывшие	заплывать_VERB	eyes which seem small because of an excessively fat face	0.000615521247574	3.86675728665	Size and shape; aesthetics	1
глаз_NOUN	заспанные	заспанный_ADJ	sleepy eyes	0.000465560594249	3.33266095787	Exhaustion and sleepiness, energy and excitement	11
глаз_NOUN	затуманенные	затуманивать_VERB	clouded eyes	0.000321252621179	3.52732340372	Other emotional or physical states; personality traits	12
глаз_NOUN	зеленоватые	зеленоватый_ADJ	hazel eyes, light brown eyes with a hint of green	0.000620003405653	2.78923703877	Color	2
глаз_NOUN	зелёные	зеленый_ADJ	green eyes	0.00237240578588	1.66160227408	Color	2
глаз_NOUN	злые	злой_ADJ	mean eyes	0.00143257146578	1.61668111244	Kindness and generosity, malice and anger	10
глаз_NOUN	зоркие	зоркий_ADJ	sharp, keen eyes	0.0019679388142	4.39762249892	Conditions of the eyes as an organ of sight; medical treatment	13
глаз_NOUN	изумленные	изумленный_ADJ	eyes filled with astonishment	0.000719159460455	3.4687683907	Surprise, amazement, and shock	9
глаз_NOUN	испуганные	испуганный_ADJ	frightened eyes	0.00184042954931	3.43391171312	Other emotional or physical states; personality traits	12
глаз_NOUN	карие	карий_ADJ	brown eyes	0.00420750301552	5.00850788649	Color	2
